Order,Family name,Family,Common_name,Scientific_name,Authority,BirdLife_taxonomic_treatment,2018_IUCN_Redlist,Synonyms
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Rufous-throated Partridge,Arborophila rufogularis,"(Blyth, 1850)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",White-cheeked Partridge,Arborophila atrogularis,"(Blyth, 1850)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Taiwan Partridge,Arborophila crudigularis,"(Swinhoe, 1864)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-breasted Partridge,Arborophila mandellii,"Hume, 1874",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Bar-backed Partridge,Arborophila brunneopectus,"(Blyth, 1855)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sichuan Partridge,Arborophila rufipectus,"Boulton, 1932",R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Collared Partridge,Arborophila gingica,"(Gmelin, 1789)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Orange-necked Partridge,Arborophila davidi,"Delacour, 1927",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-headed Partridge,Arborophila cambodiana,"Delacour & Jabouille, 1928",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Malay Partridge,Arborophila campbelli,"(Robinson, 1904)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Tan-breasted Partridge,Arborophila rolli,"(Rothschild, 1909)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sumatran Partridge,Arborophila sumatrana,"Ogilvie-Grant, 1891",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",White-faced Partridge,Arborophila orientalis,"(Horsfield, 1821)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-bellied Partridge,Arborophila javanica,"(Gmelin, 1879)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red-billed Partridge,Arborophila rubrirostris,"(Salvadori, 1879)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Bornean Partridge,Arborophila hyperythra,"(Sharpe, 1879)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Hainan Partridge,Arborophila ardens,"(Styan, 1892)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Green-legged Partridge,Arborophila chloropus,"(Blyth, 1859)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Tonkin Partridge,Arborophila tonkinensis,"(Delacour, 1927)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-necklaced Partridge,Arborophila charltonii,"(Eyton, 1845)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sabah Partridge,Arborophila graydoni,"(Sharpe & Chubb, 1906)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila chloropus,"(Blyth, 1859)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila merlini,"(Delacour & Jabouille, 1924)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila charltonii,"(Eyton, 1845)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila orientalis,"(Horsfield, 1821)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila chloropus,"(Blyth, 1859)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Long-billed Partridge,Rhizothera longirostris,"(Temminck, 1815)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Dulit Partridge,Rhizothera dulitensis,"Ogilvie-Grant, 1895",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Rhizothera longirostris,"Ogilvie-Grant, 1905",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Black Partridge,Melanoperdix niger,"(Vigors, 1829)",R,VU,Melanoperdix nigra
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Crimson-headed Partridge,Haematortyx sanguiniceps,"Sharpe, 1879",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Ferruginous Partridge,Caloperdix oculeus,"(Temminck, 1815)",R,NT,Caloperdix oculea
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red Spurfowl,Galloperdix spadicea,"(Gmelin, 1789)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Painted Spurfowl,Galloperdix lunulata,"(Valenciennes, 1825)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sri Lanka Spurfowl,Galloperdix bicalcarata,"(Forster, 1781)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Congo Peafowl,Afropavo congensis,"Chapin, 1936",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Indian Peafowl,Pavo cristatus,"Linnaeus, 1758",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Green Peafowl,Pavo muticus,"Linnaeus, 1766",R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Great Argus,Argusianus argus,"(Linnaeus, 1766)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Argusianus argus,"(Linnaeus, 1766)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Argusianus bipunctatus,"(J. Wood, 1871)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Crested Argus,Rheinardia ocellata,"(Elliot, 1871)",R,EN,Rheinartia ocellata
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Palawan Peacock-pheasant,Polyplectron napoleonis,"Lesson, 1831",R,VU,Polyplectron emphanum
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Malay Peacock-pheasant,Polyplectron malacense,"(Scopoli, 1786)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Bornean Peacock-pheasant,Polyplectron schleiermacheri,"Brüggemann, 1877",R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Germain's Peacock-pheasant,Polyplectron germaini,"Elliot, 1866",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Hainan Peacock-pheasant,Polyplectron katsumatae,"Rothschild, 1906",R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Grey Peacock-pheasant,Polyplectron bicalcaratum,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Mountain Peacock-pheasant,Polyplectron inopinatum,"(Rothschild,1903)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Bronze-tailed Peacock-pheasant,Polyplectron chalcurum,"Lesson, 1831",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Polyplectron bicalcaratum,"(Linnaeus, 1758)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Madagascar Partridge,Margaroperdix madagarensis,"(Scopoli, 1786)",R,LC,Margaroperdix madagarensis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Common Quail,Coturnix coturnix,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Japanese Quail,Coturnix japonica,"Temminck & Schlegel, 1849",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Rain Quail,Coturnix coromandelica,"(Gmelin, 1789)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Harlequin Quail,Coturnix delegorguei,"Delegorgue, 1847",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Stubble Quail,Coturnix pectoralis,"Gould, 1837",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",New Zealand Quail,Coturnix novaezelandiae,"Quoy & Gaimard, 1830",R,EX,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Coturnix chinensis,"(Linnaeus, 1766)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Brown Quail,Synoicus ypsilophorus,"(Bosc, 1792)",R,LC,Coturnix ypsilophora
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Asian Blue Quail,Synoicus chinensis,"(Linnaeus, 1766)",R,LC,Coturnix chinensis_old
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",African Blue Quail,Synoicus adansonii,"(Verreaux & Verreaux, 1851)",R,LC,Coturnix adansonii_old
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Snow Mountain Quail,Anurophasis monorthonyx,"van Oort, 1910",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Caucasian Snowcock,Tetraogallus caucasicus,"(Pallas, 1811)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Caspian Snowcock,Tetraogallus caspius,"(Gmelin, 1784)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Himalayan Snowcock,Tetraogallus himalayensis,"Gray, 1843",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Tibetan Snowcock,Tetraogallus tibetanus,"Gould, 1854",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Altai Snowcock,Tetraogallus altaicus,"(Gebler, 1836)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Rock Partridge,Alectoris graeca,"(Meisner, 1804)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chukar,Alectoris chukar,"(Gray, 1830)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Przevalski's Partridge,Alectoris magna,"(Przewalski, 1876)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Philby's Partridge,Alectoris philbyi,"Lowe, 1934",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Barbary Partridge,Alectoris barbara,"(Reichenow, 1896)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red-legged Partridge,Alectoris rufa,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Arabian Partridge,Alectoris melanocephala,"(Rüppell, 1835)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Alectoris whitakeri,"Schiebel, 1934",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Snow Partridge,Lerwa lerwa,"(Hodgson, 1833)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",See-see Partridge,Ammoperdix griseogularis,"(Brandt, 1843)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sand Partridge,Ammoperdix heyi,"(Temminck, 1825)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Jungle Bush-quail,Perdicula asiatica,"(Latham, 1790)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Rock Bush-quail,Perdicula argoondah,"(Sykes, 1832)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Painted Bush-quail,Perdicula erythrorhyncha,"(Sykes, 1832)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Manipur Bush-quail,Perdicula manipurensis,"(Hume, 1880)",R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Himalayan Quail,Ophrysia superciliosa,"(Gray, 1846)",R,CR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Hartlaub's Francolin,Pternistis hartlaubi,"(Bocage, 1869)",R,LC,Francolinus hartlaubi
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Double-spurred Francolin,Pternistis bicalcaratus,"(Linnaeus, 1766)",R,LC,Francolinus bicalcaratus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Heuglin's Francolin,Pternistis icterorhynchus,"(Heuglin, 1863)",R,LC,Francolinus icterorhynchus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Clapperton's Francolin,Pternistis clappertoni,"(Children, 1826)",R,LC,Francolinus clappertoni
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Harwood's Francolin,Pternistis harwoodi,"(Blundell & Lovat, 1899)",R,NT,Francolinus harwoodi
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red-billed Francolin,Pternistis adspersus,"(Waterhouse, 1838)",R,LC,Francolinus adspersus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Cape Francolin,Pternistis capensis,"(Gmelin, 1789)",R,LC,Francolinus capensis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Natal Francolin,Pternistis natalensis,"(Smith, 1834)",R,LC,Francolinus natalensis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Hildebrandt's Francolin,Pternistis hildebrandti,"(Cabanis, 1878)",R,LC,Francolinus hildebrandti
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Ahanta Francolin,Pternistis ahantensis,"(Temminck, 1851)",R,LC,Francolinus ahantensis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Scaly Francolin,Pternistis squamatus,"(Cassin, 1857)",R,LC,Francolinus squamatus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Grey-striped Francolin,Pternistis griseostriatus,"(Ogilvie-Grant, 1890)",R,LC,Francolinus griseostriatus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Yellow-necked Francolin,Pternistis leucoscepus,"(Gray, 1867)",R,LC,Francolinus leucoscepus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Grey-breasted Francolin,Pternistis rufopictus,"(Reichenow, 1867)",R,LC,Francolinus rufopictus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red-necked Francolin,Pternistis afer,"(Müller, 1776)",R,LC,Francolinus afer
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Swainson's Francolin,Pternistis swainsonii,"(Smith, 1836)",R,LC,Francolinus swainsonii
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Jackson's Francolin,Pternistis jacksoni,"(Ogilvie-Grant, 1891)",R,LC,Francolinus jacksoni
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Handsome Francolin,Pternistis nobilis,"(Reichenow, 1908)",R,LC,Francolinus nobilis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Mount Cameroon Francolin,Pternistis camerunensis,"(Alexander, 1909)",R,EN,Francolinus camerunensis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Swierstra's Francolin,Pternistis swierstrai,"(Roberts, 1929)",R,EN,Francolinus swierstrai
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-naped Francolin,Pternistis castaneicollis,"Salvadori, 1888",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Black-fronted Francolin,Pternistis atrifrons,"Conover, 1930",R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Erckel's Francolin,Pternistis erckelii,"(Rüppell, 1835)",R,LC,Francolinus erckelii
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Djibouti Francolin,Pternistis ochropectus,"(Dorst & Jouanin, 1952)",R,CR,Francolinus ochropectus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Black Francolin,Francolinus francolinus,"(Linnaeus, 1766)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Painted Francolin,Francolinus pictus,"(Jardine & Selby, 1828)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chinese Francolin,Francolinus pintadeanus,"(Scopoli, 1786)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Grey Francolin,Francolinus pondicerianus,"(Gmelin, 1789)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Swamp Francolin,Francolinus gularis,"(Temminck, 1815)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Francolinus psilolaemus,"Gray, 1867",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Francolinus shelleyi,"Ogilvie-Grant, 1891",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Francolinus castaneicollis,"Salvadori, 1888",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Crested Francolin,Dendroperdix sephaena,"(Smith, 1836)",R,LC,Francolinus sephaena
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Coqui Francolin,Peliperdix coqui,"(Smith, 1836)",R,LC,Francolinus coqui
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",White-throated Francolin,Peliperdix albogularis,"(Hartlaub, 1854)",R,LC,Francolinus albogularis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Schlegel's Francolin,Peliperdix schlegelii,"(Heuglin, 1863)",R,LC,Francolinus schlegelii
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Forest Francolin,Peliperdix lathami,"(Hartlaub, 1854)",R,LC,Francolinus lathami
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Ring-necked Francolin,Scleroptila streptophora,"(Ogilvie-Grant, 1891)",R,NT,Francolinus streptophorus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red-winged Francolin,Scleroptila levaillantii,"(Valenciennes, 1825)",R,LC,Francolinus levaillantii
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Grey-winged Francolin,Scleroptila afra,"(Latham, 1790)",R,LC,Francolinus africanus
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Finsch's Francolin,Scleroptila finschi,"(Barboza du Bocage, 1881)",R,LC,Francolinus finschi
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Moorland Francolin,Scleroptila psilolaema,"(Gray, 1867)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Elgon Francolin,Scleroptila elgonensis,"(Ogilvie-Grant, 1891)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Shelley's Francolin,Scleroptila shelleyi,"(Ogilvie-Grant, 1890)",R,LC,Francolinus shelleyi
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Whyte's Francolin,Scleroptila whytei,"(Neumann, 1908)",R,LC,Francolinus whytei
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Orange River Francolin,Scleroptila gutturalis,"(Rüppell, 1835)",R,LC,Francolinus gutturalis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Mountain Bamboo-partridge,Bambusicola fytchii,"Anderson, 1871",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chinese Bamboo-partridge,Bambusicola thoracicus,"(Temminck, 1815)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Taiwan Bamboo-partridge,Bambusicola sonorivox,"Gould, 1862",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Bambusicola thoracicus,"(Temminck, 1815)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red Junglefowl,Gallus gallus,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Grey Junglefowl,Gallus sonneratii,"Temminck, 1813",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sri Lanka Junglefowl,Gallus lafayettii,"Lesson, 1831",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Green Junglefowl,Gallus varius,"(Shaw, 1798)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-throated Partridge,Tetraophasis obscurus,"(Verreaux, 1869)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Buff-throated Partridge,Tetraophasis szechenyii,"Madarász, 1885",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Himalayan Monal,Lophophorus impejanus,"(Latham, 1790)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sclater's Monal,Lophophorus sclateri,"Jerdon, 1870",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chinese Monal,Lophophorus lhuysii,"Geoffroy Saint-Hilaire, 1866",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Western Tragopan,Tragopan melanocephalus,"(Gray, 1829)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Satyr Tragopan,Tragopan satyra,"(Linnaeus, 1758)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Blyth's Tragopan,Tragopan blythii,"(Jerdon, 1870)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Temminck's Tragopan,Tragopan temminckii,"(Gray, 1831)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Cabot's Tragopan,Tragopan caboti,"(Gould, 1857)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Blood Pheasant,Ithaginis cruentus,"(Hardwicke, 1821)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Koklass Pheasant,Pucrasia macrolopha,"(Lesson, 1829)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Elliot's Pheasant,Syrmaticus ellioti,"(Swinhoe, 1872)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Mrs Hume's Pheasant,Syrmaticus humiae,"(Hume, 1881)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Mikado Pheasant,Syrmaticus mikado,"(Ogilvie-Grant, 1906)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Copper Pheasant,Syrmaticus soemmerringii,"(Temminck, 1830)",R,NT,Syrmaticus soemmerringi
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Reeves's Pheasant,Syrmaticus reevesii,"(Gray, 1829)",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Golden Pheasant,Chrysolophus pictus,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Lady Amherst's Pheasant,Chrysolophus amherstiae,"(Leadbeater, 1829)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Common Pheasant,Phasianus colchicus,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Green Pheasant,Phasianus versicolor,"Vieillot, 1825",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Phasianus colchicus,"(Linnaeus, 1758)",NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",White Eared-pheasant,Crossoptilon crossoptilon,"(Hodgson, 1838)",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Tibetan Eared-pheasant,Crossoptilon harmani,"Elwes, 1881",R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Brown Eared-pheasant,Crossoptilon mantchuricum,"Swinhoe, 1863",R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Blue Eared-pheasant,Crossoptilon auritum,"(Pallas, 1811)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Cheer Pheasant,Catreus wallichii,"(Hardwicke, 1827)",R,VU,Catreus wallichi
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Kalij Pheasant,Lophura leucomelanos,"(Latham, 1790)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Silver Pheasant,Lophura nycthemera,"(Linnaeus, 1758)",R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Edwards's Pheasant,Lophura edwardsi,"(Oustalet, 1896)",R,CR,Lophura hatinhensis
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Swinhoe's Pheasant,Lophura swinhoii,"(Gould, 1863)",R,NT,
