Id_estudo,responsavel,Citação do estudo onde a metodologia é descrita,taxon
Carolina_Esteves,Carolina Franco Esteves,"Esteves, C. F. (2010). Influência antrópica na distribuição espacial da comunidade de mamíferos no Parque Estadual da Ilha Anchieta, SP.",Mamíferos de médio e grande porte
