Id_estudo,responsavel,citacao,taxon
Thomas_Puttker,"Thomas Püttker, Camila Barros, Renata Pardini","Püttker, T., Bueno, A.A., Barros, C.d.S., Sommer, S. & Pardini, R. (2011). Immigration rates in fragmented landscapes - empirical evidence for the importance of habitat amount for species persistence. PLoS ONE, 6, e27963.",Pequenos mamíferos
